assessment_id,assessment_type,score,enroll_id,course_id,course_name,difficulty_level,stu_id,student_name,dept_name
2296,Midterm,87,766,1,Course 1,Easy,74,Karen Taylor,Information Technology
2292,Project,91,764,1,Course 1,Easy,73,Diana Taylor,Information Technology
2291,Final,53,764,1,Course 1,Easy,73,Diana Taylor,Information Technology
2290,Midterm,59,764,1,Course 1,Easy,73,Diana Taylor,Information Technology
2277,Project,89,759,1,Course 1,Easy,73,Diana Taylor,Information Technology
2276,Final,91,759,1,Course 1,Easy,73,Diana Taylor,Information Technology
2275,Midterm,75,759,1,Course 1,Easy,73,Diana Taylor,Information Technology
2235,Project,92,745,1,Course 1,Easy,72,Amanda Nixon,Information Technology
2234,Final,85,745,1,Course 1,Easy,72,Amanda Nixon,Information Technology
2233,Midterm,58,745,1,Course 1,Easy,72,Amanda Nixon,Information Technology
2202,Project,58,734,1,Course 1,Easy,71,Lucas Franklin,Information Technology
2201,Final,54,734,1,Course 1,Easy,71,Lucas Franklin,Information Technology
2200,Midterm,69,734,1,Course 1,Easy,71,Lucas Franklin,Information Technology
2157,Project,62,719,1,Course 1,Easy,69,Patricia Hawkins,Information Technology
2156,Final,82,719,1,Course 1,Easy,69,Patricia Hawkins,Information Technology
2155,Midterm,68,719,1,Course 1,Easy,69,Patricia Hawkins,Information Technology
2103,Project,42,701,1,Course 1,Easy,68,Melissa Garrison,Information Technology
2102,Final,43,701,1,Course 1,Easy,68,Melissa Garrison,Information Technology
2101,Midterm,40,701,1,Course 1,Easy,68,Melissa Garrison,Information Technology
2067,Project,96,689,1,Course 1,Easy,67,Victoria Thompson,Information Technology
2066,Final,75,689,1,Course 1,Easy,67,Victoria Thompson,Information Technology
2065,Midterm,71,689,1,Course 1,Easy,67,Victoria Thompson,Information Technology
2037,Project,58,679,1,Course 1,Easy,66,Amanda Bailey,Information Technology
2036,Final,71,679,1,Course 1,Easy,66,Amanda Bailey,Information Technology
2035,Midterm,86,679,1,Course 1,Easy,66,Amanda Bailey,Information Technology
2019,Project,90,673,1,Course 1,Easy,65,Joshua Johnson,Information Technology
2018,Final,97,673,1,Course 1,Easy,65,Joshua Johnson,Information Technology
2017,Midterm,71,673,1,Course 1,Easy,65,Joshua Johnson,Information Technology
1980,Project,84,660,1,Course 1,Easy,64,Andrew Williams,Information Technology
1979,Final,52,660,1,Course 1,Easy,64,Andrew Williams,Information Technology
1978,Midterm,91,660,1,Course 1,Easy,64,Andrew Williams,Information Technology
1971,Project,93,657,1,Course 1,Easy,64,Andrew Williams,Information Technology
1970,Final,92,657,1,Course 1,Easy,64,Andrew Williams,Information Technology
1969,Midterm,54,657,1,Course 1,Easy,64,Andrew Williams,Information Technology
1953,Project,55,651,1,Course 1,Easy,63,Deborah Harris,Information Technology
1952,Final,71,651,1,Course 1,Easy,63,Deborah Harris,Information Technology
1951,Midterm,90,651,1,Course 1,Easy,63,Deborah Harris,Information Technology
1944,Project,65,648,1,Course 1,Easy,63,Deborah Harris,Information Technology
1943,Final,68,648,1,Course 1,Easy,63,Deborah Harris,Information Technology
1942,Midterm,76,648,1,Course 1,Easy,63,Deborah Harris,Information Technology
1878,Project,61,626,1,Course 1,Easy,61,Mark Livingston,Information Technology
1877,Final,63,626,1,Course 1,Easy,61,Mark Livingston,Information Technology
1876,Midterm,94,626,1,Course 1,Easy,61,Mark Livingston,Information Technology
1854,Project,100,618,1,Course 1,Easy,60,Jacob Cross,Information Technology
1853,Final,59,618,1,Course 1,Easy,60,Jacob Cross,Information Technology
1852,Midterm,97,618,1,Course 1,Easy,60,Jacob Cross,Information Technology
1815,Project,48,605,1,Course 1,Easy,59,Ann King,Information Technology
1814,Final,35,605,1,Course 1,Easy,59,Ann King,Information Technology
1813,Midterm,49,605,1,Course 1,Easy,59,Ann King,Information Technology
1806,Project,80,602,1,Course 1,Easy,59,Ann King,Information Technology
1805,Final,83,602,1,Course 1,Easy,59,Ann King,Information Technology
1804,Midterm,84,602,1,Course 1,Easy,59,Ann King,Information Technology
1782,Project,34,594,1,Course 1,Easy,58,Brittany Jackson,Information Technology
1781,Final,31,594,1,Course 1,Easy,58,Brittany Jackson,Information Technology
1780,Midterm,41,594,1,Course 1,Easy,58,Brittany Jackson,Information Technology
1761,Project,32,587,1,Course 1,Easy,57,Nancy Edwards,Information Technology
1760,Final,48,587,1,Course 1,Easy,57,Nancy Edwards,Information Technology
1759,Midterm,37,587,1,Course 1,Easy,57,Nancy Edwards,Information Technology
1746,Project,55,582,1,Course 1,Easy,56,Roberto Phillips,Information Technology
1745,Final,100,582,1,Course 1,Easy,56,Roberto Phillips,Information Technology
1744,Midterm,90,582,1,Course 1,Easy,56,Roberto Phillips,Information Technology
1707,Project,95,569,1,Course 1,Easy,55,Tyler Macias,Information Technology
1706,Final,99,569,1,Course 1,Easy,55,Tyler Macias,Information Technology
1705,Midterm,62,569,1,Course 1,Easy,55,Tyler Macias,Information Technology
1647,Project,67,549,1,Course 1,Easy,53,Jennifer Ramos,Information Technology
1646,Final,95,549,1,Course 1,Easy,53,Jennifer Ramos,Information Technology
1645,Midterm,51,549,1,Course 1,Easy,53,Jennifer Ramos,Information Technology
1617,Project,98,539,1,Course 1,Easy,52,Nathan Copeland,Information Technology
1616,Final,72,539,1,Course 1,Easy,52,Nathan Copeland,Information Technology
1615,Midterm,82,539,1,Course 1,Easy,52,Nathan Copeland,Information Technology
1602,Project,96,534,1,Course 1,Easy,51,Matthew Hunt,Information Technology
1601,Final,99,534,1,Course 1,Easy,51,Matthew Hunt,Information Technology
1600,Midterm,82,534,1,Course 1,Easy,51,Matthew Hunt,Information Technology
1587,Project,73,529,1,Course 1,Easy,51,Matthew Hunt,Information Technology
1586,Final,67,529,1,Course 1,Easy,51,Matthew Hunt,Information Technology
1585,Midterm,87,529,1,Course 1,Easy,51,Matthew Hunt,Information Technology
1578,Project,92,526,1,Course 1,Easy,51,Matthew Hunt,Information Technology
1577,Final,52,526,1,Course 1,Easy,51,Matthew Hunt,Information Technology
1576,Midterm,51,526,1,Course 1,Easy,51,Matthew Hunt,Information Technology
1548,Project,37,516,1,Course 1,Easy,50,Mariah Johnson,Information Technology
1547,Final,49,516,1,Course 1,Easy,50,Mariah Johnson,Information Technology
1546,Midterm,36,516,1,Course 1,Easy,50,Mariah Johnson,Information Technology
1500,Project,95,500,1,Course 1,Easy,48,Kelly Greene,Information Technology
1499,Final,69,500,1,Course 1,Easy,48,Kelly Greene,Information Technology
1498,Midterm,57,500,1,Course 1,Easy,48,Kelly Greene,Information Technology
1491,Project,30,497,1,Course 1,Easy,48,Kelly Greene,Information Technology
1490,Final,36,497,1,Course 1,Easy,48,Kelly Greene,Information Technology
1489,Midterm,38,497,1,Course 1,Easy,48,Kelly Greene,Information Technology
1467,Project,67,489,1,Course 1,Easy,47,Jacob Hughes,Information Technology
1466,Final,77,489,1,Course 1,Easy,47,Jacob Hughes,Information Technology
1465,Midterm,74,489,1,Course 1,Easy,47,Jacob Hughes,Information Technology
1449,Project,57,483,1,Course 1,Easy,46,Gail Larsen,Information Technology
1448,Final,97,483,1,Course 1,Easy,46,Gail Larsen,Information Technology
1447,Midterm,72,483,1,Course 1,Easy,46,Gail Larsen,Information Technology
1431,Project,64,477,1,Course 1,Easy,46,Gail Larsen,Information Technology
1430,Final,98,477,1,Course 1,Easy,46,Gail Larsen,Information Technology
1429,Midterm,67,477,1,Course 1,Easy,46,Gail Larsen,Information Technology
1425,Project,82,475,1,Course 1,Easy,46,Gail Larsen,Information Technology
1424,Final,93,475,1,Course 1,Easy,46,Gail Larsen,Information Technology
1423,Midterm,94,475,1,Course 1,Easy,46,Gail Larsen,Information Technology
1386,Project,68,462,1,Course 1,Easy,45,Abigail Bowers,Information Technology
1385,Final,82,462,1,Course 1,Easy,45,Abigail Bowers,Information Technology
1384,Midterm,75,462,1,Course 1,Easy,45,Abigail Bowers,Information Technology
1371,Project,40,457,1,Course 1,Easy,44,Joseph Bishop,Information Technology
1370,Final,34,457,1,Course 1,Easy,44,Joseph Bishop,Information Technology
1369,Midterm,32,457,1,Course 1,Easy,44,Joseph Bishop,Information Technology
1353,Project,83,451,1,Course 1,Easy,44,Joseph Bishop,Information Technology
1352,Final,50,451,1,Course 1,Easy,44,Joseph Bishop,Information Technology
1351,Midterm,88,451,1,Course 1,Easy,44,Joseph Bishop,Information Technology
1338,Project,86,446,1,Course 1,Easy,43,Tabitha White,Information Technology
1337,Final,87,446,1,Course 1,Easy,43,Tabitha White,Information Technology
1336,Midterm,73,446,1,Course 1,Easy,43,Tabitha White,Information Technology
1326,Project,64,442,1,Course 1,Easy,43,Tabitha White,Information Technology
1325,Final,66,442,1,Course 1,Easy,43,Tabitha White,Information Technology
1324,Midterm,83,442,1,Course 1,Easy,43,Tabitha White,Information Technology
1299,Project,67,433,1,Course 1,Easy,42,Kayla Schmidt,Information Technology
1298,Final,67,433,1,Course 1,Easy,42,Kayla Schmidt,Information Technology
1297,Midterm,92,433,1,Course 1,Easy,42,Kayla Schmidt,Information Technology
1215,Project,57,405,1,Course 1,Easy,39,Jacqueline Reynolds,Information Technology
1214,Final,85,405,1,Course 1,Easy,39,Jacqueline Reynolds,Information Technology
1213,Midterm,54,405,1,Course 1,Easy,39,Jacqueline Reynolds,Information Technology
1197,Project,80,399,1,Course 1,Easy,39,Jacqueline Reynolds,Information Technology
1196,Final,80,399,1,Course 1,Easy,39,Jacqueline Reynolds,Information Technology
1195,Midterm,74,399,1,Course 1,Easy,39,Jacqueline Reynolds,Information Technology
1182,Project,64,394,1,Course 1,Easy,38,Michael Rose,Information Technology
1181,Final,56,394,1,Course 1,Easy,38,Michael Rose,Information Technology
1180,Midterm,59,394,1,Course 1,Easy,38,Michael Rose,Information Technology
1173,Project,51,391,1,Course 1,Easy,38,Michael Rose,Information Technology
1172,Final,91,391,1,Course 1,Easy,38,Michael Rose,Information Technology
1171,Midterm,67,391,1,Course 1,Easy,38,Michael Rose,Information Technology
1164,Project,39,388,1,Course 1,Easy,38,Michael Rose,Information Technology
1163,Final,38,388,1,Course 1,Easy,38,Michael Rose,Information Technology
1162,Midterm,33,388,1,Course 1,Easy,38,Michael Rose,Information Technology
1074,Project,74,358,1,Course 1,Easy,35,Elizabeth Choi,Information Technology
1073,Final,99,358,1,Course 1,Easy,35,Elizabeth Choi,Information Technology
1072,Midterm,58,358,1,Course 1,Easy,35,Elizabeth Choi,Information Technology
1044,Project,48,348,1,Course 1,Easy,34,David Henderson,Information Technology
1043,Final,46,348,1,Course 1,Easy,34,David Henderson,Information Technology
1042,Midterm,46,348,1,Course 1,Easy,34,David Henderson,Information Technology
1029,Project,68,343,1,Course 1,Easy,34,David Henderson,Information Technology
1028,Final,69,343,1,Course 1,Easy,34,David Henderson,Information Technology
1027,Midterm,92,343,1,Course 1,Easy,34,David Henderson,Information Technology
1017,Project,98,339,1,Course 1,Easy,34,David Henderson,Information Technology
1016,Final,54,339,1,Course 1,Easy,34,David Henderson,Information Technology
1015,Midterm,85,339,1,Course 1,Easy,34,David Henderson,Information Technology
927,Project,86,309,1,Course 1,Easy,31,Jeff Young,Information Technology
926,Final,81,309,1,Course 1,Easy,31,Jeff Young,Information Technology
925,Midterm,60,309,1,Course 1,Easy,31,Jeff Young,Information Technology
894,Project,63,298,1,Course 1,Easy,30,Felicia Small,Information Technology
893,Final,95,298,1,Course 1,Easy,30,Felicia Small,Information Technology
892,Midterm,69,298,1,Course 1,Easy,30,Felicia Small,Information Technology
867,Project,48,289,1,Course 1,Easy,29,Jenny Patterson,Information Technology
866,Final,37,289,1,Course 1,Easy,29,Jenny Patterson,Information Technology
865,Midterm,48,289,1,Course 1,Easy,29,Jenny Patterson,Information Technology
804,Project,53,268,1,Course 1,Easy,27,Jesse Hughes,Information Technology
803,Final,66,268,1,Course 1,Easy,27,Jesse Hughes,Information Technology
802,Midterm,75,268,1,Course 1,Easy,27,Jesse Hughes,Information Technology
783,Project,36,261,1,Course 1,Easy,26,John Campbell,Information Technology
782,Final,44,261,1,Course 1,Easy,26,John Campbell,Information Technology
781,Midterm,49,261,1,Course 1,Easy,26,John Campbell,Information Technology
759,Project,56,253,1,Course 1,Easy,25,Steven Fleming,Information Technology
758,Final,69,253,1,Course 1,Easy,25,Steven Fleming,Information Technology
757,Midterm,88,253,1,Course 1,Easy,25,Steven Fleming,Information Technology
687,Project,48,229,1,Course 1,Easy,23,Keith Hall,Information Technology
686,Final,40,229,1,Course 1,Easy,23,Keith Hall,Information Technology
685,Midterm,39,229,1,Course 1,Easy,23,Keith Hall,Information Technology
564,Project,77,188,1,Course 1,Easy,19,Jennifer Sawyer,Information Technology
563,Final,78,188,1,Course 1,Easy,19,Jennifer Sawyer,Information Technology
562,Midterm,85,188,1,Course 1,Easy,19,Jennifer Sawyer,Information Technology
555,Project,71,185,1,Course 1,Easy,18,Melissa Baker,Information Technology
554,Final,90,185,1,Course 1,Easy,18,Melissa Baker,Information Technology
553,Midterm,74,185,1,Course 1,Easy,18,Melissa Baker,Information Technology
519,Project,73,173,1,Course 1,Easy,17,Emily Shah,Information Technology
518,Final,67,173,1,Course 1,Easy,17,Emily Shah,Information Technology
517,Midterm,75,173,1,Course 1,Easy,17,Emily Shah,Information Technology
498,Project,91,166,1,Course 1,Easy,17,Emily Shah,Information Technology
497,Final,88,166,1,Course 1,Easy,17,Emily Shah,Information Technology
496,Midterm,85,166,1,Course 1,Easy,17,Emily Shah,Information Technology
474,Project,86,158,1,Course 1,Easy,16,Felicia Miller,Information Technology
473,Final,75,158,1,Course 1,Easy,16,Felicia Miller,Information Technology
472,Midterm,69,158,1,Course 1,Easy,16,Felicia Miller,Information Technology
447,Project,83,149,1,Course 1,Easy,15,Kimberly Hardin,Information Technology
446,Final,61,149,1,Course 1,Easy,15,Kimberly Hardin,Information Technology
445,Midterm,58,149,1,Course 1,Easy,15,Kimberly Hardin,Information Technology
375,Project,45,125,1,Course 1,Easy,13,Michael Avila,Information Technology
374,Final,32,125,1,Course 1,Easy,13,Michael Avila,Information Technology
373,Midterm,48,125,1,Course 1,Easy,13,Michael Avila,Information Technology
369,Project,53,123,1,Course 1,Easy,13,Michael Avila,Information Technology
368,Final,67,123,1,Course 1,Easy,13,Michael Avila,Information Technology
367,Midterm,81,123,1,Course 1,Easy,13,Michael Avila,Information Technology
351,Project,72,117,1,Course 1,Easy,12,Matthew Allison,Information Technology
350,Final,99,117,1,Course 1,Easy,12,Matthew Allison,Information Technology
349,Midterm,76,117,1,Course 1,Easy,12,Matthew Allison,Information Technology
285,Project,68,95,1,Course 1,Easy,10,Kevin Hall,Information Technology
284,Final,95,95,1,Course 1,Easy,10,Kevin Hall,Information Technology
283,Midterm,56,95,1,Course 1,Easy,10,Kevin Hall,Information Technology
231,Project,90,77,1,Course 1,Easy,8,Megan Hampton,Information Technology
230,Final,100,77,1,Course 1,Easy,8,Megan Hampton,Information Technology
229,Midterm,68,77,1,Course 1,Easy,8,Megan Hampton,Information Technology
159,Project,87,53,1,Course 1,Easy,6,Anthony Craig,Information Technology
158,Final,81,53,1,Course 1,Easy,6,Anthony Craig,Information Technology
157,Midterm,57,53,1,Course 1,Easy,6,Anthony Craig,Information Technology
147,Project,99,49,1,Course 1,Easy,6,Anthony Craig,Information Technology
146,Final,50,49,1,Course 1,Easy,6,Anthony Craig,Information Technology
145,Midterm,95,49,1,Course 1,Easy,6,Anthony Craig,Information Technology
87,Project,82,29,1,Course 1,Easy,4,Steven Mcknight,Information Technology
86,Final,75,29,1,Course 1,Easy,4,Steven Mcknight,Information Technology
85,Midterm,68,29,1,Course 1,Easy,4,Steven Mcknight,Information Technology
72,Project,76,24,1,Course 1,Easy,3,Leah Owens,Information Technology
71,Final,83,24,1,Course 1,Easy,3,Leah Owens,Information Technology
70,Midterm,77,24,1,Course 1,Easy,3,Leah Owens,Information Technology
63,Project,91,21,1,Course 1,Easy,3,Leah Owens,Information Technology
62,Final,55,21,1,Course 1,Easy,3,Leah Owens,Information Technology
61,Midterm,94,21,1,Course 1,Easy,3,Leah Owens,Information Technology
48,Project,98,16,1,Course 1,Easy,2,Jennifer Roberts,Information Technology
47,Final,63,16,1,Course 1,Easy,2,Jennifer Roberts,Information Technology
46,Midterm,69,16,1,Course 1,Easy,2,Jennifer Roberts,Information Technology
42,Project,90,14,1,Course 1,Easy,2,Jennifer Roberts,Information Technology
41,Final,56,14,1,Course 1,Easy,2,Jennifer Roberts,Information Technology
40,Midterm,71,14,1,Course 1,Easy,2,Jennifer Roberts,Information Technology
33,Project,98,11,1,Course 1,Easy,2,Jennifer Roberts,Information Technology
32,Final,59,11,1,Course 1,Easy,2,Jennifer Roberts,Information Technology
31,Midterm,62,11,1,Course 1,Easy,2,Jennifer Roberts,Information Technology
24,Project,33,8,1,Course 1,Easy,1,Rachel Arnold,Information Technology
23,Final,31,8,1,Course 1,Easy,1,Rachel Arnold,Information Technology
22,Midterm,49,8,1,Course 1,Easy,1,Rachel Arnold,Information Technology
21,Project,61,7,1,Course 1,Easy,1,Rachel Arnold,Information Technology
20,Final,63,7,1,Course 1,Easy,1,Rachel Arnold,Information Technology
19,Midterm,67,7,1,Course 1,Easy,1,Rachel Arnold,Information Technology
3,Project,78,1,1,Course 1,Easy,1,Rachel Arnold,Information Technology
2,Final,100,1,1,Course 1,Easy,1,Rachel Arnold,Information Technology
1,Midterm,59,1,1,Course 1,Easy,1,Rachel Arnold,Information Technology
3108,Project,85,1036,2,Course 2,Medium,99,Christine Chavez,Information Technology
3107,Final,97,1036,2,Course 2,Medium,99,Christine Chavez,Information Technology
3106,Midterm,79,1036,2,Course 2,Medium,99,Christine Chavez,Information Technology
3087,Project,43,1029,2,Course 2,Medium,99,Christine Chavez,Information Technology
3086,Final,46,1029,2,Course 2,Medium,99,Christine Chavez,Information Technology
3085,Midterm,41,1029,2,Course 2,Medium,99,Christine Chavez,Information Technology
3051,Project,41,1017,2,Course 2,Medium,98,John Griffin,Information Technology
3050,Final,49,1017,2,Course 2,Medium,98,John Griffin,Information Technology
3049,Midterm,48,1017,2,Course 2,Medium,98,John Griffin,Information Technology
3030,Project,100,1010,2,Course 2,Medium,97,Kelly Williams,Information Technology
3029,Final,85,1010,2,Course 2,Medium,97,Kelly Williams,Information Technology
3028,Midterm,99,1010,2,Course 2,Medium,97,Kelly Williams,Information Technology
2946,Project,37,982,2,Course 2,Medium,94,Brandon Hill,Information Technology
2945,Final,39,982,2,Course 2,Medium,94,Brandon Hill,Information Technology
2944,Midterm,30,982,2,Course 2,Medium,94,Brandon Hill,Information Technology
2898,Project,33,966,2,Course 2,Medium,93,Ashley Johnson,Information Technology
2897,Final,43,966,2,Course 2,Medium,93,Ashley Johnson,Information Technology
2896,Midterm,30,966,2,Course 2,Medium,93,Ashley Johnson,Information Technology
2889,Project,73,963,2,Course 2,Medium,93,Ashley Johnson,Information Technology
2888,Final,78,963,2,Course 2,Medium,93,Ashley Johnson,Information Technology
2887,Midterm,51,963,2,Course 2,Medium,93,Ashley Johnson,Information Technology
2850,Project,100,950,2,Course 2,Medium,91,Kara Evans,Information Technology
2849,Final,83,950,2,Course 2,Medium,91,Kara Evans,Information Technology
2848,Midterm,58,950,2,Course 2,Medium,91,Kara Evans,Information Technology
2841,Project,89,947,2,Course 2,Medium,91,Kara Evans,Information Technology
2840,Final,97,947,2,Course 2,Medium,91,Kara Evans,Information Technology
2839,Midterm,61,947,2,Course 2,Medium,91,Kara Evans,Information Technology
2814,Project,91,938,2,Course 2,Medium,90,Miranda Glover,Information Technology
2813,Final,71,938,2,Course 2,Medium,90,Miranda Glover,Information Technology
2812,Midterm,98,938,2,Course 2,Medium,90,Miranda Glover,Information Technology
2799,Project,50,933,2,Course 2,Medium,89,Aaron Hardin,Information Technology
2798,Final,84,933,2,Course 2,Medium,89,Aaron Hardin,Information Technology
2797,Midterm,74,933,2,Course 2,Medium,89,Aaron Hardin,Information Technology
2715,Project,53,905,2,Course 2,Medium,87,April Owens,Information Technology
2714,Final,69,905,2,Course 2,Medium,87,April Owens,Information Technology
2713,Midterm,59,905,2,Course 2,Medium,87,April Owens,Information Technology
2712,Project,67,904,2,Course 2,Medium,86,Stephanie Garcia,Information Technology
2711,Final,78,904,2,Course 2,Medium,86,Stephanie Garcia,Information Technology
2710,Midterm,83,904,2,Course 2,Medium,86,Stephanie Garcia,Information Technology
2694,Project,54,898,2,Course 2,Medium,86,Stephanie Garcia,Information Technology
2693,Final,100,898,2,Course 2,Medium,86,Stephanie Garcia,Information Technology
2692,Midterm,82,898,2,Course 2,Medium,86,Stephanie Garcia,Information Technology
2685,Project,69,895,2,Course 2,Medium,86,Stephanie Garcia,Information Technology
2684,Final,95,895,2,Course 2,Medium,86,Stephanie Garcia,Information Technology
2683,Midterm,83,895,2,Course 2,Medium,86,Stephanie Garcia,Information Technology
2673,Project,63,891,2,Course 2,Medium,85,Maria Rodriguez,Information Technology
2672,Final,56,891,2,Course 2,Medium,85,Maria Rodriguez,Information Technology
2671,Midterm,74,891,2,Course 2,Medium,85,Maria Rodriguez,Information Technology
2664,Project,71,888,2,Course 2,Medium,85,Maria Rodriguez,Information Technology
2663,Final,80,888,2,Course 2,Medium,85,Maria Rodriguez,Information Technology
2662,Midterm,80,888,2,Course 2,Medium,85,Maria Rodriguez,Information Technology
2595,Project,58,865,2,Course 2,Medium,83,Mario Martin,Information Technology
2594,Final,50,865,2,Course 2,Medium,83,Mario Martin,Information Technology
2593,Midterm,51,865,2,Course 2,Medium,83,Mario Martin,Information Technology
2568,Project,98,856,2,Course 2,Medium,82,Shawn Garcia,Information Technology
2567,Final,72,856,2,Course 2,Medium,82,Shawn Garcia,Information Technology
2566,Midterm,61,856,2,Course 2,Medium,82,Shawn Garcia,Information Technology
2517,Project,75,839,2,Course 2,Medium,81,Allen Moore,Information Technology
